,symbol
6058,CHNGU
6059,MEDS
6060,DCOMP
6061,MFH
6062,CLPT
6063,GRIL
6064,TDACW
6065,FDUSZ
6066,ALACR
6067,OFSSZ
6068,INBKZ
6069,XBIOW
6070,PTMN
6071,IEAWW
6072,CREXW
6073,TANNZ
6074,WHFBZ
6075,PHUNW
6076,THCAW
6077,TANNL
6078,ZGYHU
6079,RILYM
6080,HJLIW
6081,AIRTW
6082,ADILW
6083,CRSAW
6084,EDTXW
6085,ANDAR
6086,MDGSW
6087,AGBAR
6088,BNGOW
6089,GXGXW
6090,GECCN
6091,CHEKZ
6092,ENTXW
6093,VTIQW
6094,TBLTW
6095,OXSQL
6096,OXSQZ
6097,USWSW
6098,THCBW
6099,OTLKW
6100,THWWW
6101,NEWTL
6102,BCDAW
6103,KERNW
6104,EMMAW
6105,AGBAW
6106,IMACW
6107,PNNTG
6108,FDUSG
6109,RILYN
6110,OFSSI
6111,ZJZZT
6112,ZIONL
6113,GLADL
6114,JMPNL
6115,SSPKW
6116,VERBW
6117,ANDAW
6118,SHIPZ
6119,CNFRL
6120,FLMNW
6121,JMPNZ
6122,LMRKN
6123,RILYO
6124,ADNWW
6125,RILYI
6126,BWL-A
6127,SCCB
6128,LTSK
6129,LTSF
6130,LTSH
6131,KLR
6132,SACC
6133,EQX
6134,BRBS
6135,PABSB.PA
6136,ALVIA.PA
6137,MBWBT.PA
6138,VVY.AS
6139,VTA.AS
6140,VMGBS.PA
6141,TFG.AS
6142,ALDOL.PA
6143,BUDBS.PA
6144,PUBBS.PA
6145,NLFBS.PA
6146,ALEMV.PA
6147,PABSA.PA
6148,O2IBS.PA
6149,CGGBS.PA
6150,MLAUD.PA
6151,MLJSA.PA
6152,PROBT.PA
6153,HUNDP.AS
6154,MLLOI.PA
6155,ALDBY.PA
6156,MLDAM.PA
6157,LTA.PA
6158,CGGBT.PA
6159,CYBBT.PA
6160,GECBT.PA
6161,ABNX.PA
6162,AKA.PA
6163,EURBU.PA
6164,ARTE.PA
6165,CGI.TO
6166,AYA.TO
6167,DML.TO
6168,XTG.TO
6169,MNT.TO
6170,MNS.TO
6171,NOA.TO
6172,HCXZ
6173,HCXY
6174,NTEST
6175,ENBA
6176,NRUC
6177,IFFT
6178,PRS
6179,SREA
6180,AFGC
6181,AQNB
6182,AQNA
6183,CMSD
6184,CMSC
6185,UNMA
6186,UZB
6187,ARGD
6188,CUBB
6189,DUKB
6190,WTRU
6191,MGR
6192,BSA
6193,TBC
6194,AFGE
6195,AFGB
6196,RCB
6197,RCA
6198,PBC
6199,SOLN
6200,QVCD
6201,AIC
6202,DTP
6203,ELAT
6204,GSLD
6205,SOJD
6206,QVCC
6207,NFH
6208,SJIJ
6209,SWT
6210,ATCO
6211,DFNS
6212,SBSW
6213,TT
6214,GFLU
6215,GFL
6216,ALTG
6217,SCVX
6218,ZCMD
6219,ESSCU
6220,LUMO
6221,GDYN
6222,DFPHU
6223,IGICW
6224,IGIC
6225,GDYNW
6226,ESSC
6227,ESSCR
6228,ESSCW
6229,IMRA
6230,FCNCP
6231,BPYPN
6232,BWMX
6233,GSMGW
6234,AIKI
6235,ATCX
6236,GSMG
6237,RSSS
6238,CALB
6239,PASG
6240,OBLG
6241,BATL
6242,ARYN.SW
6243,CBO
6244,ALINN.PA
6245,G.TO
6246,BIPC
6247,HWM
6248,WIMI
6249,PSHG
6250,METX
6251,CARR
6252,RTX
6253,OTIS
6254,CCAC
6255,ZNTL
6256,RGP
6257,SONN
6258,ZGYHR
6259,ZGYH
6260,ZGYHW
6261,AVCT
6262,KROS
6263,AVCTW
6264,GMBL
6265,GMBLW
6266,NTR.TO
6267,MSGE
6268,MSGS
6269,DKNG
6270,ORIC
6271,APG
6272,NVVE
6273,NVVEW
6274,DCTH
6275,LYRA
6276,DFPHW
6277,DFPH
6278,CM-PR.TO
6279,ENB-PN.TO
6280,CM-PT.TO
6281,ALA-PK.TO
6282,BIK-PA.TO
6283,BIP-PD.TO
6284,BMO-PF.TO
6285,BCE-PY.TO
6286,BCE-PA.TO
6287,ENB-PA.TO
6288,ENB-PT.TO
6289,ENB-PFK.TO
6290,IFC-PE.TO
6291,IAF-PI.TO
6292,IFC-PG.TO
6293,MFC-PM.TO
6294,PWF-PZ.TO
6295,PPL-PQ.TO
6296,PPL-PA.TO
6297,PPL-PC.TO
6298,TD-PFK.TO
6299,TD-PFG.TO
6300,TD-PFL.TO
6301,TRP-PD.TO
6302,GAN
6303,NMTR
6304,GAU
6305,ENB-PFA.TO
6306,AYLA
6307,CLEU
6308,OCFCP
6309,KC
6310,HUSN
6311,CRDF
6312,OEG
6313,SJOYW
6314,SJ
6315,GNRSW
6316,ADCT
6317,SLQT
6318,WINT
6319,GNRS
6320,CCNC
6321,TMBR
6322,FDJ.PA
6323,MTCN
6324,HSTO
6325,QLGN
6326,BHFAO
6327,NARI
6328,METXW
6329,LRMR
6330,AYRO
6331,HYMCW
6332,SHYF
6333,HYMC
6334,SWBI
6335,BDXB
6336,AFGD
6337,NKLA
6338,CHX
6339,FOUR
6340,SBBA
6341,WMG
6342,LEGN
6343,PNFPP
6344,DADA
6345,PLRX
6346,CALT
6347,AMTI
6348,ZI
6349,VRM
6350,HECCU
6351,FMBIP
6352,LPRO
6353,AUBAP
6354,LTRN
6355,UCBIO
6356,UCL
6357,AZEK
6358,VTOL
6359,GBIO
6360,PCVX
6361,AWH
6362,BNR
6363,RNA
6364,ETWO
6365,FOCPX
6366,HWCPZ
6367,FBRX
6368,RPRX
6369,LGHLW
6370,LGHL
6371,FSKR
6372,VRMEW
6373,RPTX
6374,NUZE
6375,FMTX
6376,VRME
6377,PROG
6378,GTH
6379,CHAQ
6380,PFC
6381,BRLIU
6382,TBKCP
6383,ACI
6384,SOAC
6385,AKUS
6386,PYPD
6387,API
6388,FREEW
6389,FUSN
6390,EBON
6391,FREE
6392,SII
6393,HTLFP
6394,SAK
6395,MGNI
6396,ALTA
6397,ADTX
6398,GAZP.ME
6399,SBER.ME
6400,LKOH.ME
6401,AFLT.ME
6402,MGNT.ME
6403,LMND
6404,ZEV
6405,HOFV
6406,IMTX
6407,HOFVW
6408,ACCD
6409,MAIL.ME
6410,IMTXW
6411,CVLG
6412,SNEX
6413,FMBIO
6414,PCGU
6415,BLCT
6416,AMYT
6417,OTRK
6418,CXDO
6419,AVNT
6420,DMS
6421,PSTX
6422,NKTX
6423,NCNO
6424,MLACU
6425,RLAY
6426,AACQU
6427,GOCO
6428,IVA
6429,FATBW
6430,QH
6431,FATBP
6432,WPF
6433,ALXO
6434,BLI
6435,RNLX
6436,GMKN.ME
6437,ALRS.ME
6438,KL.TO
6439,SOS
6440,MEG
6441,NWG
6442,BRLIW
6443,INZY
6444,ERESU
6445,ANNX
6446,BRLIR
6447,ITOS
6448,ACEVU
6449,BRLI
6450,JAMF
6451,EDTK
6452,NRIX
6453,GRCYU
6454,CSSEN
6455,PSACU
6456,SRGA
6457,BIGC
6458,CVAC
6459,FUSE
6460,BEKE
6461,FCRW
6462,FCRZ
6463,OSH
6464,BEPC
6465,RKT
6466,TREB
6467,VITL
6468,VMACU
6469,OLB
6470,GRSVU
6471,HECCW
6472,FCRD
6473,MLACW
6474,ETACU
6475,HSAQ
6476,VERX
6477,HOLUU
6478,AFIB
6479,BOWXU
6480,KSMTU
6481,LCAPU
6482,WSBCP
6483,MLAC
6484,RACA
6485,NHICU
6486,FTHM
6487,ALVR
6488,BTBT
6489,KBNT
6490,ITRG
6491,GOED
6492,RXT
6493,LRLCY
6494,NSRGY
6495,NPSNY
6496,TCEHY
6497,SFTBY
6498,ESLOY
6499,PROSY
6500,LVMUY
6501,LV2B.DE
6502,SFE.DE
6503,2X0.DE
6504,ART.DE
6505,IF0.DE
6506,SYT.DE
6507,1N8.DE
6508,BCO.DE
6509,PCZ.DE
6510,AKX.DE
6511,UB5.DE
6512,ALG.DE
6513,M7U.DE
6514,ADN1.DE
6515,BNP.DE
6516,EQS.DE
6517,TA1.DE
6518,SGE.DE
6519,SF3.DE
6520,YSN.DE
6521,ABR.DE
6522,ADL.DE
6523,ADM.DE
6524,TLX.DE
6525,TGHN.DE
6526,IMU.DE
6527,HRPK.DE
6528,MF6.DE
6529,1NBA.DE
6530,ST5.DE
6531,GKS.DE
6532,EXL.DE
6533,MXI.DE
6534,KFI1.DE
6535,2PP.DE
6536,HMI.DE
6537,MUX.DE
6538,BIRG.DE
6539,LAR.DE
6540,AB9.DE
6541,1COV.DE
6542,DAM.DE
6543,DY2.DE
6544,CDS.DE
6545,SC2.DE
6546,6D81.DE
6547,OSP2.DE
6548,BTQ.DE
6549,AGB2.DE
6550,GTQ1.DE
6551,OEWA.DE
6552,RSO.DE
6553,TTK.DE
6554,2KD.DE
6555,NKE.DE
6556,K1R.DE
6557,TGT.DE
6558,PPX.DE
6559,CCAP.DE
6560,S6P.DE
6561,8TRA.DE
6562,VFP.DE
6563,DR0.DE
6564,L1OA.DE
6565,AEIN.DE
6566,B7E.DE
6567,NFN.DE
6568,DEQ.DE
6569,ABS2.DE
6570,MDG1.DE
6571,KCO.DE
6572,CPX.DE
6573,GZF.DE
6574,BSL.DE
6575,ESY.DE
6576,DAR.DE
6577,USX1.DE
6578,CSQ.DE
6579,V3S.DE
6580,BMW.DE
6581,CON.DE
6582,PNE3.DE
6583,ECX.DE
6584,XGR2.DE
6585,DAI.DE
6586,SLL.DE
6587,HYQ.DE
6588,KIN2.DE
6589,DUL.DE
6590,NIIN.DE
6591,WMB.DE
6592,TUI1.DE
6593,PFV.DE
6594,DPW.DE
6595,UBK.DE
6596,LOM.DE
6597,SGL.DE
6598,JM2.DE
6599,COK.DE
6600,EVT.DE
6601,ERCB.DE
6602,ACWN.DE
6603,LLD.DE
6604,MCP.DE
6605,LIN.DE
6606,T6A.DE
6607,UDC.DE
6608,IS7.DE
6609,CO3A.DE
6610,IXD1.DE
6611,ZIL2.DE
6612,PCX.DE
6613,SAP.DE
6614,NOEJ.DE
6615,MED.DE
6616,TC1.DE
6617,DTE.DE
6618,MBB.DE
6619,WHR.DE
6620,KBX.DE
6621,CQD.DE
6622,QIA.DE
6623,BDT.DE
6624,BIL.DE
6625,SCT.DE
6626,2GB.DE
6627,VVD.DE
6628,BEI.DE
6629,HEN3.DE
6630,O5Q.DE
6631,KWS.DE
6632,VBK.DE
6633,WFS.DE
6634,SLT.DE
6635,WDP.DE
6636,SWN.DE
6637,M8H.DE
6638,NVJP.DE
6639,MZX.DE
6640,NEM.DE
6641,UT8.DE
6642,AMZ.DE
6643,T3T1.DE
6644,TINC.DE
6645,EXC.DE
6646,PAG.DE
6647,DMRE.DE
6648,DEX.DE
6649,T5O.DE
6650,YOC.DE
6651,SBS.DE
6652,HOC.DE
6653,BIO.DE
6654,BZF1.DE
6655,AFX.DE
6656,ALD.DE
6657,185.DE
6658,VAR1.DE
6659,ITN.DE
6660,3LN.DE
6661,2HP.DE
6662,GEC.DE
6663,TM5.DE
6664,ADE.DE
6665,MSF.DE
6666,TKA.DE
6667,FDX.DE
6668,D6H.DE
6669,TNE5.DE
6670,HMU.DE
6671,8GM.DE
6672,AIY.DE
6673,SD1.DE
6674,REP.DE
6675,HRS.DE
6676,BCY.DE
6677,VX1.DE
6678,NTA.DE
6679,TEG.DE
6680,INL.DE
6681,RIO1.DE
6682,SY1.DE
6683,AWC.DE
6684,CRZK.DE
6685,DMP.DE
6686,HLE.DE
6687,OMV.DE
6688,N4G.DE
6689,NMM.DE
6690,SJJ.DE
6691,US8A.DE
6692,PHM7.DE
6693,ABL.DE
6694,NXU.DE
6695,EX9.DE
6696,EW1.DE
6697,INS.DE
6698,PEO.DE
6699,CFC.DE
6700,APC.DE
6701,PHI1.DE
6702,FAS.DE
6703,5EA.DE
6704,B8A.DE
6705,BNT1.DE
6706,AEC1.DE
6707,SNH.DE
6708,A7A.DE
6709,NB2.DE
6710,SW1.DE
6711,TPE.DE
6712,DKG.DE
6713,LSX.DE
6714,7HP.DE
6715,AM3D.DE
6716,CIT.DE
6717,FIE.DE
6718,IXX.DE
6719,JEN.DE
6720,TIMA.DE
6721,LCR.DE
6722,LXS.DE
6723,5G5.DE
6724,OPC.DE
6725,BLQA.DE
6726,MCE.DE
6727,HNK1.DE
6728,NWT.DE
6729,SVE.DE
6730,GOB.DE
6731,SHL.DE
6732,NF4.DE
6733,PMTA.DE
6734,IFA.DE
6735,POH1.DE
6736,BAS.DE
6737,FDO.DE
6738,SIS.DE
6739,PER.DE
6740,VNA.DE
6741,DEF.DE
6742,0Q3.DE
6743,WSU.DE
6744,KWG.DE
6745,S9I.DE
6746,TWR.DE
6747,HPHA.DE
6748,GTY.DE
6749,LEG.DE
6750,ACX.DE
6751,CE2.DE
6752,0YU.DE
6753,KHNZ.DE
6754,LPK.DE
6755,1WR.DE
6756,BYW6.DE
6757,CXU.DE
6758,2M6.DE
6759,WIB.DE
6760,SOT.DE
6761,NGLB.DE
6762,CLIQ.DE
6763,2XT.DE
6764,HEI.DE
6765,U9R.DE
6766,HDI.DE
6767,AHOG.DE
6768,INP.DE
6769,INN1.DE
6770,AVES.DE
6771,EBA.DE
6772,VIH1.DE
6773,BNN.DE
6774,AEP.DE
6775,G6P.DE
6776,ALS.DE
6777,AP2.DE
6778,ELB.DE
6779,DC7.DE
6780,UMDK.DE
6781,AK3.DE
6782,CRIN.DE
6783,2FE.DE
6784,NCB.DE
6785,TOTB.DE
6786,V3V.DE
6787,PUM.DE
6788,GAG.DE
6789,NP5.DE
6790,FMV.DE
6791,TL0.DE
6792,GOS.DE
6793,OBS.DE
6794,VODI.DE
6795,BRM.DE
6796,H24.DE
6797,CDM1.DE
6798,CCC3.DE
6799,BFSA.DE
6800,6MK.DE
6801,HHH.DE
6802,O2C.DE
6803,SWA.DE
6804,ZIM.DE
6805,TTR1.DE
6806,GLJ.DE
6807,FMC1.DE
6808,AZ2.DE
6809,ERT.DE
6810,VIB3.DE
6811,E8X.DE
6812,IES.DE
6813,SDF.DE
6814,SYZ.DE
6815,A1G.DE
6816,HBC1.DE
6817,HS2.DE
6818,DLX.DE
6819,O3P.DE
6820,GXI.DE
6821,1FC.DE
6822,CIS.DE
6823,NEF.DE
6824,AMMN.DE
6825,MTT.DE
6826,PAH3.DE
6827,CYR.DE
6828,HPBK.DE
6829,CTP2.DE
6830,WDC.DE
6831,R6C.DE
6832,ASG.DE
6833,2CU.DE
6834,HMSB.DE
6835,IS8.DE
6836,2HRA.DE
6837,AES.DE
6838,WDL.DE
6839,CEC.DE
6840,3V64.DE
6841,GBY.DE
6842,HFG.DE
6843,PFE.DE
6844,SOBA.DE
6845,2OY.DE
6846,SHA.DE
6847,AUD.DE
6848,ITB.DE
6849,SIE.DE
6850,AUS.DE
6851,CSH.DE
6852,ERWE.DE
6853,EOAN.DE
6854,KGX.DE
6855,ADB.DE
6856,DCO.DE
6857,MAN.DE
6858,EFF.DE
6859,HFF.DE
6860,NFC.DE
6861,GBF.DE
6862,ILU.DE
6863,CSC.DE
6864,ADJ.DE
6865,MOH.DE
6866,EBE.DE
6867,TTO.DE
6868,VVV3.DE
6869,HHFA.DE
6870,IFX.DE
6871,MUB.DE
6872,HBH.DE
6873,EIN3.DE
6874,AOX.DE
6875,AINN.DE
6876,FRU.DE
6877,GLW.DE
6878,C9F.DE
6879,1T2.DE
6880,BVB.DE
6881,GYC.DE
6882,PSG.DE
6883,R66.DE
6884,WAH.DE
6885,FNTN.DE
6886,SYP.DE
6887,PAE.DE
6888,PDA.DE
6889,O5G.DE
6890,PSM.DE
6891,HO1.DE
6892,PES.DE
6893,ALV.DE
6894,EUZ.DE
6895,CVS.DE
6896,MGG.DE
6897,ECK.DE
6898,DQW1.DE
6899,VOS.DE
6900,LEN.DE
6901,APM.DE
6902,DC6.DE
6903,LUS.DE
6904,HDD.DE
6905,DIC.DE
6906,WIG1.DE
6907,CEK.DE
6908,DAP.DE
6909,GIL.DE
6910,1TY.DE
6911,CWC.DE
6912,HNM.DE
6913,BWB.DE
6914,HAW.DE
6915,B4B.DE
6916,OSR.DE
6917,CHV.DE
6918,A4Y.DE
6919,GFT.DE
6920,SQU.DE
6921,INW1.DE
6922,MXHN.DE
6923,NFS.DE
6924,DWD.DE
6925,B5A.DE
6926,MUV2.DE
6927,RMB.DE
6928,DGR.DE
6929,RWE.DE
6930,XIX.DE
6931,SANT.DE
6932,KSB.DE
6933,MTX.DE
6934,MYRK.DE
6935,IQL.DE
6936,NRA.DE
6937,CBHD.DE
6938,HN9.DE
6939,DRW8.DE
6940,MSN.DE
6941,SAE.DE
6942,CTO.DE
6943,F3C.DE
6944,FC9.DE
6945,UPAB.DE
6946,A6T.DE
6947,ABEA.DE
6948,IC8.DE
6949,O2D.DE
6950,CR6.DE
6951,GIS.DE
6952,DBAN.DE
6953,ASL.DE
6954,MVV1.DE
6955,WYR.DE
6956,EBO.DE
6957,AIR.DE
6958,WAF.DE
6959,XER2.DE
6960,H9W.DE
6961,ADV.DE
6962,T1L.DE
6963,VBX.DE
6964,G1A.DE
6965,ACT.DE
6966,MDN.DE
6967,FOO.DE
6968,M5Z.DE
6969,FPH.DE
6970,WCMK.DE
6971,SWF.DE
6972,GIH.DE
6973,FF24.DE
6974,IBM.DE
6975,PA8.DE
6976,IBE1.DE
6977,CTX.DE
6978,NC5A.DE
6979,DWS.DE
6980,CORE.DE
6981,SHF.DE
6982,EVK.DE
6983,FRS.DE
6984,MRK.DE
6985,RAW.DE
6986,KRN.DE
6987,DHER.DE
6988,WBAH.DE
6989,WUW.DE
6990,SRB.DE
6991,SNG.DE
6992,TQI.DE
6993,LTD.DE
6994,OHB.DE
6995,4DS.DE
6996,ECF.DE
6997,NOVC.DE
6998,ASME.DE
6999,1YD.DE
7000,SKB.DE
7001,BIJ.DE
7002,PAT.DE
7003,NBG6.DE
7004,FIV.DE
7005,FRA.DE
7006,WCH.DE
7007,B8F.DE
7008,PAL.DE
7009,UTDI.DE
7010,2HQ.DE
7011,MLP.DE
7012,VOW3.DE
7013,CH1A.DE
7014,M4I.DE
7015,BWQ.DE
7016,SNW.DE
7017,KEL.DE
7018,DFV.DE
7019,HLAG.DE
7020,P4O.DE
7021,GDX.DE
7022,EKT.DE
7023,RSL2.DE
7024,AXP.DE
7025,JST.DE
7026,LU2.DE
7027,FHL.DE
7028,DYH.DE
7029,VNX.DE
7030,NN6.DE
7031,RCMN.DE
7032,FTE.DE
7033,DFTK.DE
7034,MSAG.DE
7035,BST.DE
7036,SIX2.DE
7037,VAS.DE
7038,GRM.DE
7039,2QO.DE
7040,ANL.DE
7041,DBD.DE
7042,MDO.DE
7043,IVX.DE
7044,12DA.DE
7045,MMM.DE
7046,VVU.DE
7047,JNJ.DE
7048,GTR.DE
7049,ENI.DE
7050,PRG.DE
7051,SND.DE
7052,02M.DE
7053,FPMB.DE
7054,KU2.DE
7055,AGJ.DE
7056,ARL.DE
7057,C1V.DE
7058,IVU.DE
7059,M3V.DE
7060,RAA.DE
7061,AJ91.DE
7062,JB7.DE
7063,LHA.DE
7064,4AB.DE
7065,NTG.DE
7066,EDL.DE
7067,MWB.DE
7068,MLL.DE
7069,RY8.DE
7070,BOSS.DE
7071,ADS.DE
7072,LIK.DE
7073,GUI.DE
7074,XY6.DE
7075,ELG.DE
7076,BTL.DE
7077,SFD1.DE
7078,DLG.DE
7079,GTK.DE
7080,B7J.DE
7081,AIL.DE
7082,NWO.DE
7083,FYB.DE
7084,AEND.DE
7085,ULC.DE
7086,HXCK.DE
7087,IUR.DE
7088,M3BK.DE
7089,GGS.DE
7090,UOF.DE
7091,AOMD.DE
7092,AHLA.DE
7093,W3U.DE
7094,DTD2.DE
7095,DUE.DE
7096,BMT.DE
7097,CC1.DE
7098,639.DE
7099,VSC.DE
7100,LY0.DE
7101,MPCK.DE
7102,TRU.DE
7103,BNR.DE
7104,UNP.DE
7105,E4C.DE
7106,ENL.DE
7107,I8R.DE
7108,PZS.DE
7109,SZG.DE
7110,BAC.DE
7111,NTH.DE
7112,HCL.DE
7113,TMV.DE
7114,RHM.DE
7115,8S0.DE
7116,WAC.DE
7117,H9Y.DE
7118,PA9.DE
7119,ZO1.DE
7120,LEI.DE
7121,YCP.DE
7122,HLG.DE
7123,EVD.DE
7124,M0Y.DE
7125,QB7.DE
7126,USY1.DE
7127,MUM.DE
7128,SHWK.DE
7129,S4A.DE
7130,ITU.DE
7131,STO3.DE
7132,GME.DE
7133,RHK.DE
7134,ZEG.DE
7135,ISHA.DE
7136,FRE.DE
7137,IC2.DE
7138,TII.DE
7139,CAT1.DE
7140,NOA3.DE
7141,DB1.DE
7142,NUVA.DE
7143,ETY.DE
7144,FFV.DE
7145,CBK.DE
7146,CEA.DE
7147,MTLA.DE
7148,BSD2.DE
7149,SYK.DE
7150,SUR.DE
7151,CIE1.DE
7152,LEO.DE
7153,F3A.DE
7154,NDA.DE
7155,BC8.DE
7156,BOY.DE
7157,HO7.DE
7158,ZSOL.DE
7159,MYD.DE
7160,GSC1.DE
7161,G24.DE
7162,HAL.DE
7163,SZU.DE
7164,KC4.DE
7165,BBZA.DE
7166,AOF.DE
7167,VROS.DE
7168,HOT.DE
7169,EBK.DE
7170,EJT1.DE
7171,AAG.DE
7172,MTE.DE
7173,EMH.DE
7174,KLA.DE
7175,NVD.DE
7176,RWL.DE
7177,HP3.DE
7178,SPM.DE
7179,GMM.DE
7180,68V.DE
7181,AAD.DE
7182,LNSX.DE
7183,TLG.DE
7184,UZU.DE
7185,PWO.DE
7186,WMT.DE
7187,BBY.DE
7188,SRT.DE
7189,DT3.DE
7190,IBU.DE
7191,M4N.DE
7192,HNL.DE
7193,STM.DE
7194,CPA.DE
7195,VRL.DE
7196,W8A.DE
7197,MBQ.DE
7198,BEZ.DE
7199,AMG.DE
7200,LO24.DE
7201,HNR1.DE
7202,RNY.DE
7203,PEP.DE
7204,ETG.DE
7205,PGN.DE
7206,1SI.DE
7207,SAX.DE
7208,AMD.DE
7209,AWM.DE
7210,CGN.DE
7211,DIS.DE
7212,UNVB.DE
7213,CMC.DE
7214,ED4.DE
7215,VQT.DE
7216,PMAG.DE
7217,DEZ.DE
7218,ARRD.DE
7219,M12.DE
7220,JNP.DE
7221,2QU.DE
7222,RDEB.DE
7223,S92.DE
7224,UN9.DE
7225,UNH.DE
7226,MOR.DE
7227,MBC.DE
7228,INH.DE
7229,ILM1.DE
7230,KTF.DE
7231,2FB.DE
7232,TGR.DE
7233,BSN.DE
7234,DWNI.DE
7235,DBK.DE
7236,BTBB.DE
7237,ROI.DE
7238,RNL.DE
7239,CAR.DE
7240,KMY.DE
7241,UWS.DE
7242,HAR.DE
7243,PRU.DE
7244,WB2.DE
7245,RDO.DE
7246,MAK.DE
7247,AXA.DE
7248,FQT.DE
7249,SII.DE
7250,KSC.DE
7251,COZ.DE
7252,CNWK.DE
7253,V6C.DE
7254,FB2A.DE
7255,RY4C.DE
7256,O4B.DE
7257,AR4.DE
7258,PBB.DE
7259,PBY.DE
7260,AHC.DE
7261,A4S.DE
7262,IDP.DE
7263,2EM.DE
7264,CVA.DE
7265,SMHN.DE
7266,VG8.DE
7267,H5E.DE
7268,DIE.DE
7269,WSO1.DE
7270,0HV.DE
7271,AIXA.DE
7272,FEV.DE
7273,ZAL.DE
7274,XONA.DE
7275,HBM.DE
7276,LLY.DE
7277,PLUN.DE
7278,MLB1.DE
7279,FAA.DE
7280,VRS.DE
7281,UUU.DE
7282,BBDB.DE
7283,NMI.DE
7284,UN01.DE
7285,SOW.DE
7286,WEW.DE
7287,FPE3.DE
7288,PSAN.DE
7289,LOR.DE
7290,GFG.DE
7291,AXJ.DE
7292,MBK.DE
7293,PU11.DE
7294,FBEN.DE
7295,4I1.DE
7296,BAYN.DE
7297,E3X1.DE
7298,NDX1.DE
7299,O5H.DE
7300,A1OS.DE
7301,F03.DE
7302,FTK.DE
7303,RTC.DE
7304,PCE1.DE
7305,ORC.DE
7306,FME.DE
7307,TRVC.DE
7308,QCI.DE
7309,ZOE.DE
7310,SYV.DE
7311,EOT.DE
7312,T9Z.DE
7313,C6O.DE
7314,E2F.DE
7315,COP.DE
7316,BRH.DE
7317,ADANIPORTS.NS
7318,ASIANPAINT.NS
7319,AXISBANK.NS
7320,BAJAJFINSV.NS
7321,BAJFINANCE.NS
7322,BHARTIARTL.NS
7323,BPCL.NS
7324,BRITANNIA.NS
7325,CIPLA.NS
7326,COALINDIA.NS
7327,DRREDDY.NS
7328,EICHERMOT.NS
7329,GAIL.NS
7330,GRASIM.NS
7331,HCLTECH.NS
7332,HDFC.NS
7333,HDFCBANK.NS
7334,HEROMOTOCO.NS
7335,HINDALCO.NS
7336,HINDUNILVR.NS
7337,ICICIBANK.NS
7338,INDUSINDBK.NS
7339,INFY.NS
7340,IOC.NS
7341,ITC.NS
7342,JSWSTEEL.NS
7343,KOTAKBANK.NS
7344,LT.NS
7345,M&M.NS
7346,MARUTI.NS
7347,NESTLEIND.NS
7348,NTPC.NS
7349,ONGC.NS
7350,POWERGRID.NS
7351,RELIANCE.NS
7352,SBIN.NS
7353,SHREECEM.NS
7354,SUNPHARMA.NS
7355,TATAMOTORS.NS
7356,TATASTEEL.NS
7357,TCS.NS
7358,TECHM.NS
7359,TITAN.NS
7360,ULTRACEMCO.NS
7361,UPL.NS
7362,VEDL.NS
7363,WIPRO.NS
7364,ZEEL.NS
7365,ABBOTINDIA.NS
7366,ACC.NS
7367,ADANITRANS.NS
7368,AMBUJACEM.NS
7369,AUROPHARMA.NS
7370,BAJAJHLDNG.NS
7371,BANDHANBNK.NS
7372,BANKBARODA.NS
7373,BERGEPAINT.NS
7374,BIOCON.NS
7375,BOSCHLTD.NS
7376,CADILAHC.NS
7377,COLPAL.NS
7378,CONCOR.NS
7379,DABUR.NS
7380,DIVISLAB.NS
7381,DLF.NS
7382,DMART.NS
7383,GICRE.NS
7384,GODREJCP.NS
7385,HAVELLS.NS
7386,HDFCAMC.NS
7387,HDFCLIFE.NS
7388,HINDPETRO.NS
7389,HINDZINC.NS
7390,ICICIGI.NS
7391,ICICIPRULI.NS
7392,IGL.NS
7393,INDIGO.NS
7394,LUPIN.NS
7395,MARICO.NS
7396,MCDOWELL-N.NS
7397,MOTHERSUMI.NS
7398,MUTHOOTFIN.NS
7399,NAUKRI.NS
7400,NHPC.NS
7401,NMDC.NS
7402,OFSS.NS
7403,PAGEIND.NS
7404,PEL.NS
7405,PETRONET.NS
7406,PFC.NS
7407,PGHH.NS
7408,PIDILITIND.NS
7409,PNB.NS
7410,SBILIFE.NS
7411,SIEMENS.NS
7412,SRTRANSFIN.NS
7413,TORNTPHARM.NS
7414,UBL.NS
7415,20MICRONS.NS
7416,21STCENMGM.NS
7417,3IINFOTECH.NS
7418,3MINDIA.NS
7419,3PLAND.NS
7420,5PAISA.NS
7421,A2ZINFRA.NS
7422,AARTIDRUGS.NS
7423,AARTIIND.NS
7424,AARVI.NS
7425,AAVAS.NS
7426,ABAN.NS
7427,ABB.NS
7428,ABCAPITAL.NS
7429,ABFRL.NS
7430,ACCELYA.NS
7431,ACE.NS
7432,ADANIENT.NS
7433,ADANIGREEN.NS
7434,ADANIPOWER.NS
7435,ADFFOODS.NS
7436,ADORWELD.NS
7437,ADROITINFO.NS
7438,ADSL.NS
7439,ADVANIHOTR.NS
7440,ADVENZYMES.NS
7441,AEGISCHEM.NS
7442,AFFLE.NS
7443,AGARIND.NS
7444,AGCNET.NS
7445,AGROPHOS.NS
7446,AHLEAST.NS
7447,AHLUCONT.NS
7448,AHLWEST.NS
7449,AIAENG.NS
7450,AJANTPHARM.NS
7451,AJMERA.NS
7452,AKSHARCHEM.NS
7453,AKZOINDIA.NS
7454,ALANKIT.NS
7455,ALBERTDAVD.NS
7456,ALCHEM.NS
